Sample Id	NKX2-1: Putative copy-number alterations from GISTIC	OXA1L: mRNA Expression, RSEM (Batch normalized from Illumina HiSeq_RNASeqV2) (log2(value + 1))	Copy Number Alterations
TCGA-DU-7290-01	Shallow Deletion	1043.35	NKX2-1: Shallow Deletion
TCGA-DU-7302-01	Shallow Deletion	1695.3	NKX2-1: Shallow Deletion
TCGA-DU-8158-01	Shallow Deletion	1192.11	NKX2-1: Shallow Deletion
TCGA-DU-8161-01	Shallow Deletion	1920.4	NKX2-1: Shallow Deletion
TCGA-DU-8165-01	Shallow Deletion	871.997	NKX2-1: Shallow Deletion
TCGA-DU-A6S8-01	Shallow Deletion	1122.37	NKX2-1: Shallow Deletion
TCGA-DU-A76L-01	Shallow Deletion	1077.53	NKX2-1: Shallow Deletion
TCGA-DU-A76R-01	Shallow Deletion	968.678	NKX2-1: Shallow Deletion
TCGA-E1-5322-01	Shallow Deletion	1500.4	NKX2-1: Shallow Deletion
TCGA-E1-A7YD-01	Shallow Deletion	1211.59	NKX2-1: Shallow Deletion
TCGA-E1-A7YL-01	Shallow Deletion	1396.78	NKX2-1: Shallow Deletion
TCGA-E1-A7YM-01	Shallow Deletion	1101.08	NKX2-1: Shallow Deletion
TCGA-E1-A7YQ-01	Shallow Deletion	1525.75	NKX2-1: Shallow Deletion
TCGA-E1-A7YS-01	Shallow Deletion	644.525	NKX2-1: Shallow Deletion
TCGA-E1-A7Z2-01	Shallow Deletion	1213	NKX2-1: Shallow Deletion
TCGA-FG-7643-01	Shallow Deletion	1133.43	NKX2-1: Shallow Deletion
TCGA-FG-8191-01	Shallow Deletion	1246.82	NKX2-1: Shallow Deletion
TCGA-FG-A6J3-01	Shallow Deletion	1315.04	NKX2-1: Shallow Deletion
TCGA-HT-7616-01	Shallow Deletion	970.898	NKX2-1: Shallow Deletion
TCGA-HT-7689-01	Shallow Deletion	1947.57	NKX2-1: Shallow Deletion
TCGA-HT-7902-01	Shallow Deletion	1081.55	NKX2-1: Shallow Deletion
TCGA-HT-8110-01	Shallow Deletion	1401.57	NKX2-1: Shallow Deletion
TCGA-HT-8564-01	Shallow Deletion	804.98	NKX2-1: Shallow Deletion
TCGA-HT-A4DS-01	Shallow Deletion	1733.02	NKX2-1: Shallow Deletion
TCGA-HT-A617-01	Shallow Deletion	1712.69	NKX2-1: Shallow Deletion
TCGA-HT-A618-01	Shallow Deletion	1503.46	NKX2-1: Shallow Deletion
TCGA-HT-A61C-01	Shallow Deletion	1022.02	NKX2-1: Shallow Deletion
TCGA-HW-A5KK-01	Shallow Deletion	2084.29	NKX2-1: Shallow Deletion
TCGA-IK-8125-01	Shallow Deletion	1491.16	NKX2-1: Shallow Deletion
TCGA-P5-A5EZ-01	Shallow Deletion	1602.47	NKX2-1: Shallow Deletion
TCGA-P5-A77X-01	Shallow Deletion	666.098	NKX2-1: Shallow Deletion
TCGA-QH-A6CS-01	Shallow Deletion	2907.19	NKX2-1: Shallow Deletion
TCGA-QH-A6CV-01	Shallow Deletion	1458.01	NKX2-1: Shallow Deletion
TCGA-QH-A6CW-01	Shallow Deletion	1254.43	NKX2-1: Shallow Deletion
TCGA-QH-A6CZ-01	Shallow Deletion	697.888	NKX2-1: Shallow Deletion
TCGA-RY-A840-01	Shallow Deletion	558.246	NKX2-1: Shallow Deletion
TCGA-S9-A6TS-01	Shallow Deletion	1296.74	NKX2-1: Shallow Deletion
TCGA-S9-A6WM-01	Shallow Deletion	948.042	NKX2-1: Shallow Deletion
TCGA-S9-A7IX-01	Shallow Deletion	1220.73	NKX2-1: Shallow Deletion
TCGA-S9-A7QZ-01	Shallow Deletion	1058.94	NKX2-1: Shallow Deletion
TCGA-S9-A7R2-01	Shallow Deletion	1300.68	NKX2-1: Shallow Deletion
TCGA-S9-A89V-01	Shallow Deletion	917.032	NKX2-1: Shallow Deletion
TCGA-TM-A7C3-01	Shallow Deletion	1011.93	NKX2-1: Shallow Deletion
TCGA-TM-A84I-01	Shallow Deletion	1286.99	NKX2-1: Shallow Deletion
TCGA-TQ-A7RN-01	Shallow Deletion	1125.32	NKX2-1: Shallow Deletion
TCGA-TQ-A7RR-01	Shallow Deletion	1292.27	NKX2-1: Shallow Deletion
TCGA-VM-A8CB-01	Shallow Deletion	765.967	NKX2-1: Shallow Deletion
TCGA-VM-A8CD-01	Shallow Deletion	1901.73	NKX2-1: Shallow Deletion
TCGA-VM-A8CF-01	Shallow Deletion	1801.36	NKX2-1: Shallow Deletion
TCGA-VV-A829-01	Shallow Deletion	734.394	NKX2-1: Shallow Deletion
TCGA-WY-A858-01	Shallow Deletion	1908.37	NKX2-1: Shallow Deletion
TCGA-WY-A85B-01	Shallow Deletion	1557.66	NKX2-1: Shallow Deletion
TCGA-2Y-A9GS-01	Shallow Deletion	3172.5	NKX2-1: Shallow Deletion
TCGA-2Y-A9GX-01	Shallow Deletion	3070.3	NKX2-1: Shallow Deletion
TCGA-2Y-A9GY-01	Shallow Deletion	2109.27	NKX2-1: Shallow Deletion
TCGA-2Y-A9H3-01	Shallow Deletion	6712.16	NKX2-1: Shallow Deletion
TCGA-5C-A9VG-01	Shallow Deletion	4526.43	NKX2-1: Shallow Deletion
TCGA-5C-AAPD-01	Shallow Deletion	2990.06	NKX2-1: Shallow Deletion
TCGA-BC-A10Q-01	Shallow Deletion	3401.99	NKX2-1: Shallow Deletion
TCGA-BC-A10R-01	Shallow Deletion	3724.08	NKX2-1: Shallow Deletion
TCGA-BC-A112-01	Shallow Deletion	4373.66	NKX2-1: Shallow Deletion
TCGA-BW-A5NO-01	Shallow Deletion	3754.5	NKX2-1: Shallow Deletion
TCGA-BW-A5NP-01	Shallow Deletion	3904.83	NKX2-1: Shallow Deletion
TCGA-BW-A5NQ-01	Shallow Deletion	3035.3	NKX2-1: Shallow Deletion
TCGA-CC-5258-01	Shallow Deletion	4393.15	NKX2-1: Shallow Deletion
TCGA-CC-5260-01	Shallow Deletion	2693.53	NKX2-1: Shallow Deletion
TCGA-CC-5264-01	Shallow Deletion	1361.8	NKX2-1: Shallow Deletion
TCGA-CC-A1HT-01	Shallow Deletion	1676.02	NKX2-1: Shallow Deletion
TCGA-CC-A3MA-01	Shallow Deletion	1408.15	NKX2-1: Shallow Deletion
TCGA-CC-A3MB-01	Shallow Deletion	2350.72	NKX2-1: Shallow Deletion
TCGA-CC-A3MC-01	Shallow Deletion	3125.92	NKX2-1: Shallow Deletion
TCGA-CC-A5UE-01	Shallow Deletion	2152.21	NKX2-1: Shallow Deletion
TCGA-CC-A7IE-01	Shallow Deletion	4690.59	NKX2-1: Shallow Deletion
TCGA-CC-A7II-01	Shallow Deletion	3467.35	NKX2-1: Shallow Deletion
TCGA-CC-A7IJ-01	Shallow Deletion	1771.37	NKX2-1: Shallow Deletion
TCGA-CC-A7IK-01	Shallow Deletion	3705.68	NKX2-1: Shallow Deletion
TCGA-CC-A8HT-01	Shallow Deletion	2223.11	NKX2-1: Shallow Deletion
TCGA-CC-A8HV-01	Shallow Deletion	4922.17	NKX2-1: Shallow Deletion
TCGA-CC-A9FU-01	Shallow Deletion	4197.26	NKX2-1: Shallow Deletion
TCGA-DD-A113-01	Shallow Deletion	2568.1	NKX2-1: Shallow Deletion
TCGA-DD-A115-01	Shallow Deletion	2630.88	NKX2-1: Shallow Deletion
TCGA-DD-A118-01	Shallow Deletion	4982.2	NKX2-1: Shallow Deletion
TCGA-DD-A11A-01	Shallow Deletion	4438.64	NKX2-1: Shallow Deletion
TCGA-DD-A11C-01	Shallow Deletion	3062.39	NKX2-1: Shallow Deletion
TCGA-DD-A1EG-01	Shallow Deletion	3098.65	NKX2-1: Shallow Deletion
TCGA-DD-A1EJ-01	Shallow Deletion	4568.5	NKX2-1: Shallow Deletion
TCGA-DD-A1EL-01	Shallow Deletion	2577.82	NKX2-1: Shallow Deletion
TCGA-DD-A39X-01	Shallow Deletion	3476.84	NKX2-1: Shallow Deletion
TCGA-DD-A39Y-01	Shallow Deletion	4250.11	NKX2-1: Shallow Deletion
TCGA-DD-A3A1-01	Shallow Deletion	1739.61	NKX2-1: Shallow Deletion
TCGA-DD-A3A9-01	Shallow Deletion	3112.18	NKX2-1: Shallow Deletion
TCGA-DD-A4NB-01	Shallow Deletion	1977.13	NKX2-1: Shallow Deletion
TCGA-DD-A4NH-01	Shallow Deletion	1260.03	NKX2-1: Shallow Deletion
TCGA-DD-A4NI-01	Shallow Deletion	3009.57	NKX2-1: Shallow Deletion
TCGA-DD-A4NO-01	Shallow Deletion	2111.92	NKX2-1: Shallow Deletion
TCGA-DD-A4NQ-01	Shallow Deletion	3694.76	NKX2-1: Shallow Deletion
TCGA-DD-AA3A-01	Shallow Deletion	1382.62	NKX2-1: Shallow Deletion
TCGA-DD-AACE-01	Shallow Deletion	2362	NKX2-1: Shallow Deletion
TCGA-DD-AACG-01	Shallow Deletion	5474.15	NKX2-1: Shallow Deletion
TCGA-DD-AACN-01	Shallow Deletion	2884.27	NKX2-1: Shallow Deletion
TCGA-DD-AACU-01	Shallow Deletion	3866.28	NKX2-1: Shallow Deletion
TCGA-DD-AACV-01	Shallow Deletion	2553.6	NKX2-1: Shallow Deletion
TCGA-DD-AACZ-01	Shallow Deletion	3280.3	NKX2-1: Shallow Deletion
TCGA-DD-AAD5-01	Shallow Deletion	4300.05	NKX2-1: Shallow Deletion
TCGA-DD-AADB-01	Shallow Deletion	3643.27	NKX2-1: Shallow Deletion
TCGA-DD-AADD-01	Shallow Deletion	1720.58	NKX2-1: Shallow Deletion
TCGA-DD-AADF-01	Shallow Deletion	4186.58	NKX2-1: Shallow Deletion
TCGA-DD-AADN-01	Shallow Deletion	8361.11	NKX2-1: Shallow Deletion
TCGA-DD-AADO-01	Shallow Deletion	6204.95	NKX2-1: Shallow Deletion
TCGA-DD-AADR-01	Shallow Deletion	3280.48	NKX2-1: Shallow Deletion
TCGA-DD-AADW-01	Shallow Deletion	3241.49	NKX2-1: Shallow Deletion
TCGA-DD-AAE0-01	Shallow Deletion	2834.85	NKX2-1: Shallow Deletion
TCGA-DD-AAE2-01	Shallow Deletion	3277.57	NKX2-1: Shallow Deletion
TCGA-DD-AAVU-01	Shallow Deletion	6195.1	NKX2-1: Shallow Deletion
TCGA-DD-AAVV-01	Shallow Deletion	2118.28	NKX2-1: Shallow Deletion
TCGA-ED-A459-01	Shallow Deletion	1515.45	NKX2-1: Shallow Deletion
TCGA-ED-A7PX-01	Shallow Deletion	2130.27	NKX2-1: Shallow Deletion
TCGA-ED-A7PZ-01	Shallow Deletion	5440.48	NKX2-1: Shallow Deletion
TCGA-ED-A82E-01	Shallow Deletion	4332.93	NKX2-1: Shallow Deletion
TCGA-ED-A8O6-01	Shallow Deletion	3788.4	NKX2-1: Shallow Deletion
TCGA-EP-A2KB-01	Shallow Deletion	2694.42	NKX2-1: Shallow Deletion
TCGA-EP-A3RK-01	Shallow Deletion	2939.64	NKX2-1: Shallow Deletion
TCGA-FV-A4ZP-01	Shallow Deletion	2639.17	NKX2-1: Shallow Deletion
TCGA-G3-A25S-01	Shallow Deletion	2305.81	NKX2-1: Shallow Deletion
TCGA-G3-A25X-01	Shallow Deletion	2144.87	NKX2-1: Shallow Deletion
TCGA-G3-A3CH-01	Shallow Deletion	2901.88	NKX2-1: Shallow Deletion
TCGA-G3-A5SM-01	Shallow Deletion	3260.87	NKX2-1: Shallow Deletion
TCGA-G3-A7M9-01	Shallow Deletion	3407	NKX2-1: Shallow Deletion
TCGA-G3-AAV7-01	Shallow Deletion	1518.4	NKX2-1: Shallow Deletion
TCGA-K7-A5RG-01	Shallow Deletion	3244.49	NKX2-1: Shallow Deletion
TCGA-KR-A7K7-01	Shallow Deletion	4972.99	NKX2-1: Shallow Deletion
TCGA-RC-A6M5-01	Shallow Deletion	4006.77	NKX2-1: Shallow Deletion
TCGA-RC-A6M6-01	Shallow Deletion	5962.84	NKX2-1: Shallow Deletion
TCGA-RC-A7SF-01	Shallow Deletion	3509.73	NKX2-1: Shallow Deletion
TCGA-RC-A7SK-01	Shallow Deletion	2792.84	NKX2-1: Shallow Deletion
TCGA-RG-A7D4-01	Shallow Deletion	4059.73	NKX2-1: Shallow Deletion
TCGA-WQ-A9G7-01	Shallow Deletion	1942.41	NKX2-1: Shallow Deletion
TCGA-WQ-AB4B-01	Shallow Deletion	3729.05	NKX2-1: Shallow Deletion
TCGA-WX-AA44-01	Shallow Deletion	2789.51	NKX2-1: Shallow Deletion
TCGA-XR-A8TG-01	Shallow Deletion	2531.69	NKX2-1: Shallow Deletion
TCGA-ZP-A9D2-01	Shallow Deletion	1327.15	NKX2-1: Shallow Deletion
TCGA-05-4396-01	Shallow Deletion	1150.87	NKX2-1: Shallow Deletion
TCGA-05-4418-01	Shallow Deletion	3164.1	NKX2-1: Shallow Deletion
TCGA-05-4422-01	Shallow Deletion	1456.01	NKX2-1: Shallow Deletion
TCGA-05-5425-01	Shallow Deletion	1792.42	NKX2-1: Shallow Deletion
TCGA-38-4625-01	Shallow Deletion	2075.47	NKX2-1: Shallow Deletion
TCGA-44-2662-01	Shallow Deletion	1375.71	NKX2-1: Shallow Deletion
TCGA-44-5643-01	Shallow Deletion	1900.28	NKX2-1: Shallow Deletion
TCGA-44-6145-01	Shallow Deletion	1219.2	NKX2-1: Shallow Deletion
TCGA-44-6146-01	Shallow Deletion	1081.68	NKX2-1: Shallow Deletion
TCGA-44-6775-01	Shallow Deletion	1367.49	NKX2-1: Shallow Deletion
TCGA-44-7671-01	Shallow Deletion	1831.9	NKX2-1: Shallow Deletion
TCGA-44-A4SS-01	Shallow Deletion	1191.87	NKX2-1: Shallow Deletion
TCGA-49-4507-01	Shallow Deletion	2478.73	NKX2-1: Shallow Deletion
TCGA-49-4510-01	Shallow Deletion	2057.15	NKX2-1: Shallow Deletion
TCGA-49-4514-01	Shallow Deletion	2198.15	NKX2-1: Shallow Deletion
TCGA-49-6742-01	Shallow Deletion	2103.65	NKX2-1: Shallow Deletion
TCGA-49-AARE-01	Shallow Deletion	1847.06	NKX2-1: Shallow Deletion
TCGA-50-5068-01	Shallow Deletion	1498.95	NKX2-1: Shallow Deletion
TCGA-50-5931-01	Shallow Deletion	947.601	NKX2-1: Shallow Deletion
TCGA-50-5933-01	Shallow Deletion	1500.68	NKX2-1: Shallow Deletion
TCGA-50-5936-01	Shallow Deletion	2441.52	NKX2-1: Shallow Deletion
TCGA-50-6593-01	Shallow Deletion	1837.08	NKX2-1: Shallow Deletion
TCGA-50-6597-01	Shallow Deletion	2886.9	NKX2-1: Shallow Deletion
TCGA-53-7624-01	Shallow Deletion	1419.41	NKX2-1: Shallow Deletion
TCGA-55-1592-01	Shallow Deletion	1775.19	NKX2-1: Shallow Deletion
TCGA-55-1596-01	Shallow Deletion	2192.42	NKX2-1: Shallow Deletion
TCGA-55-7728-01	Shallow Deletion	2748.29	NKX2-1: Shallow Deletion
TCGA-55-8092-01	Shallow Deletion	1400.43	NKX2-1: Shallow Deletion
TCGA-55-8094-01	Shallow Deletion	1648.64	NKX2-1: Shallow Deletion
TCGA-55-8097-01	Shallow Deletion	1622.92	NKX2-1: Shallow Deletion
TCGA-55-8505-01	Shallow Deletion	2395.99	NKX2-1: Shallow Deletion
TCGA-55-8508-01	Shallow Deletion	2305.92	NKX2-1: Shallow Deletion
TCGA-55-A491-01	Shallow Deletion	1430.39	NKX2-1: Shallow Deletion
TCGA-55-A492-01	Shallow Deletion	2434.92	NKX2-1: Shallow Deletion
TCGA-62-8398-01	Shallow Deletion	2482.04	NKX2-1: Shallow Deletion
TCGA-62-A46O-01	Shallow Deletion	2178.37	NKX2-1: Shallow Deletion
TCGA-62-A46S-01	Shallow Deletion	1637.09	NKX2-1: Shallow Deletion
TCGA-62-A471-01	Shallow Deletion	1685.93	NKX2-1: Shallow Deletion
TCGA-64-1680-01	Shallow Deletion	2201.79	NKX2-1: Shallow Deletion
TCGA-64-5781-01	Shallow Deletion	2776.21	NKX2-1: Shallow Deletion
TCGA-67-3774-01	Shallow Deletion	1597.96	NKX2-1: Shallow Deletion
TCGA-69-7761-01	Shallow Deletion	1520.78	NKX2-1: Shallow Deletion
TCGA-69-7765-01	Shallow Deletion	1868.29	NKX2-1: Shallow Deletion
TCGA-73-4675-01	Shallow Deletion	2119.89	NKX2-1: Shallow Deletion
TCGA-75-5125-01	Shallow Deletion	1318.56	NKX2-1: Shallow Deletion
TCGA-75-5146-01	Shallow Deletion	1434.44	NKX2-1: Shallow Deletion
TCGA-75-6206-01	Shallow Deletion	1393.96	NKX2-1: Shallow Deletion
TCGA-75-6214-01	Shallow Deletion	1677.32	NKX2-1: Shallow Deletion
TCGA-75-7027-01	Shallow Deletion	1341.63	NKX2-1: Shallow Deletion
TCGA-78-7150-01	Shallow Deletion	1642.57	NKX2-1: Shallow Deletion
TCGA-78-7535-01	Shallow Deletion	2083.97	NKX2-1: Shallow Deletion
TCGA-86-7954-01	Shallow Deletion	1358.59	NKX2-1: Shallow Deletion
TCGA-86-8056-01	Shallow Deletion	936.775	NKX2-1: Shallow Deletion
TCGA-86-8359-01	Shallow Deletion	2259.42	NKX2-1: Shallow Deletion
TCGA-86-8672-01	Shallow Deletion	2311.16	NKX2-1: Shallow Deletion
TCGA-91-6830-01	Shallow Deletion	1597.7	NKX2-1: Shallow Deletion
TCGA-93-A4JO-01	Shallow Deletion	1503.14	NKX2-1: Shallow Deletion
TCGA-95-7039-01	Shallow Deletion	1995	NKX2-1: Shallow Deletion
TCGA-95-7944-01	Shallow Deletion	2377.75	NKX2-1: Shallow Deletion
TCGA-95-7948-01	Shallow Deletion	1872.37	NKX2-1: Shallow Deletion
TCGA-95-A4VN-01	Shallow Deletion	1972.21	NKX2-1: Shallow Deletion
TCGA-97-8174-01	Shallow Deletion	1585.93	NKX2-1: Shallow Deletion
TCGA-97-8176-01	Shallow Deletion	2121	NKX2-1: Shallow Deletion
TCGA-97-8177-01	Shallow Deletion	1999.31	NKX2-1: Shallow Deletion
TCGA-99-8025-01	Shallow Deletion	1736.09	NKX2-1: Shallow Deletion
TCGA-99-8033-01	Shallow Deletion	1726.17	NKX2-1: Shallow Deletion
TCGA-J2-A4AD-01	Shallow Deletion	1404.38	NKX2-1: Shallow Deletion
TCGA-L9-A743-01	Shallow Deletion	1856.94	NKX2-1: Shallow Deletion
TCGA-MP-A4SW-01	Shallow Deletion	1715.39	NKX2-1: Shallow Deletion
TCGA-MP-A4T7-01	Shallow Deletion	2418.63	NKX2-1: Shallow Deletion
TCGA-MP-A4TC-01	Shallow Deletion	1584.62	NKX2-1: Shallow Deletion
TCGA-NJ-A4YQ-01	Shallow Deletion	2427.5	NKX2-1: Shallow Deletion
TCGA-NJ-A7XG-01	Shallow Deletion	1838.58	NKX2-1: Shallow Deletion
TCGA-18-3410-01	Shallow Deletion	1484.16	NKX2-1: Shallow Deletion
TCGA-18-3416-01	Shallow Deletion	1631.86	NKX2-1: Shallow Deletion
TCGA-18-4086-01	Shallow Deletion	1848.16	NKX2-1: Shallow Deletion
TCGA-18-4721-01	Shallow Deletion	2169.17	NKX2-1: Shallow Deletion
TCGA-21-1071-01	Shallow Deletion	1172.12	NKX2-1: Shallow Deletion
TCGA-21-5784-01	Shallow Deletion	1362.82	NKX2-1: Shallow Deletion
TCGA-22-0940-01	Shallow Deletion	1639.12	NKX2-1: Shallow Deletion
TCGA-22-1012-01	Shallow Deletion	1498.61	NKX2-1: Shallow Deletion
TCGA-22-1016-01	Shallow Deletion	1690.48	NKX2-1: Shallow Deletion
TCGA-22-4593-01	Shallow Deletion	2169.64	NKX2-1: Shallow Deletion
TCGA-22-4596-01	Shallow Deletion	2174.38	NKX2-1: Shallow Deletion
TCGA-22-4601-01	Shallow Deletion	1314.55	NKX2-1: Shallow Deletion
TCGA-22-5473-01	Shallow Deletion	1385.32	NKX2-1: Shallow Deletion
TCGA-22-5474-01	Shallow Deletion	1748.77	NKX2-1: Shallow Deletion
TCGA-22-5477-01	Shallow Deletion	1411.49	NKX2-1: Shallow Deletion
TCGA-22-5480-01	Shallow Deletion	1480.77	NKX2-1: Shallow Deletion
TCGA-22-5481-01	Shallow Deletion	1372.82	NKX2-1: Shallow Deletion
TCGA-22-5483-01	Shallow Deletion	1994.18	NKX2-1: Shallow Deletion
TCGA-22-5491-01	Shallow Deletion	2034.97	NKX2-1: Shallow Deletion
TCGA-33-4547-01	Shallow Deletion	1055.56	NKX2-1: Shallow Deletion
TCGA-33-4583-01	Shallow Deletion	2268.93	NKX2-1: Shallow Deletion
TCGA-33-A4WN-01	Shallow Deletion	1532.8	NKX2-1: Shallow Deletion
TCGA-33-A5GW-01	Shallow Deletion	1512.81	NKX2-1: Shallow Deletion
TCGA-33-AAS8-01	Shallow Deletion	1067.99	NKX2-1: Shallow Deletion
TCGA-33-AASL-01	Shallow Deletion	1713.4	NKX2-1: Shallow Deletion
TCGA-34-2596-01	Shallow Deletion	1388.51	NKX2-1: Shallow Deletion
TCGA-34-2600-01	Shallow Deletion	1363.3	NKX2-1: Shallow Deletion
TCGA-34-5241-01	Shallow Deletion	1473.07	NKX2-1: Shallow Deletion
TCGA-34-5927-01	Shallow Deletion	1003.47	NKX2-1: Shallow Deletion
TCGA-34-5928-01	Shallow Deletion	1594.85	NKX2-1: Shallow Deletion
TCGA-34-5929-01	Shallow Deletion	882.869	NKX2-1: Shallow Deletion
TCGA-34-7107-01	Shallow Deletion	3148.97	NKX2-1: Shallow Deletion
TCGA-34-A5IX-01	Shallow Deletion	1461.15	NKX2-1: Shallow Deletion
TCGA-37-4130-01	Shallow Deletion	1716.49	NKX2-1: Shallow Deletion
TCGA-37-4133-01	Shallow Deletion	1620.04	NKX2-1: Shallow Deletion
TCGA-37-4135-01	Shallow Deletion	1193.41	NKX2-1: Shallow Deletion
TCGA-37-A5EL-01	Shallow Deletion	1393.46	NKX2-1: Shallow Deletion
TCGA-37-A5EN-01	Shallow Deletion	2159.29	NKX2-1: Shallow Deletion
TCGA-39-5016-01	Shallow Deletion	2271.07	NKX2-1: Shallow Deletion
TCGA-39-5021-01	Shallow Deletion	3230	NKX2-1: Shallow Deletion
TCGA-39-5024-01	Shallow Deletion	1078.24	NKX2-1: Shallow Deletion
TCGA-39-5030-01	Shallow Deletion	1556.69	NKX2-1: Shallow Deletion
TCGA-39-5035-01	Shallow Deletion	1727.52	NKX2-1: Shallow Deletion
TCGA-39-5040-01	Shallow Deletion	1076.97	NKX2-1: Shallow Deletion
TCGA-43-3394-01	Shallow Deletion	1172.38	NKX2-1: Shallow Deletion
TCGA-43-6770-01	Shallow Deletion	1321.63	NKX2-1: Shallow Deletion
TCGA-43-7656-01	Shallow Deletion	1596.67	NKX2-1: Shallow Deletion
TCGA-43-7657-01	Shallow Deletion	1122.39	NKX2-1: Shallow Deletion
TCGA-43-7658-01	Shallow Deletion	877.596	NKX2-1: Shallow Deletion
TCGA-43-A475-01	Shallow Deletion	1972.99	NKX2-1: Shallow Deletion
TCGA-43-A56U-01	Shallow Deletion	1828.7	NKX2-1: Shallow Deletion
TCGA-46-3768-01	Shallow Deletion	1663.41	NKX2-1: Shallow Deletion
TCGA-46-6026-01	Shallow Deletion	1723.55	NKX2-1: Shallow Deletion
TCGA-51-4079-01	Shallow Deletion	1764.53	NKX2-1: Shallow Deletion
TCGA-52-7809-01	Shallow Deletion	1265.99	NKX2-1: Shallow Deletion
TCGA-56-5897-01	Shallow Deletion	1298.8	NKX2-1: Shallow Deletion
TCGA-56-7582-01	Shallow Deletion	1799.3	NKX2-1: Shallow Deletion
TCGA-56-8082-01	Shallow Deletion	1448.95	NKX2-1: Shallow Deletion
TCGA-56-8305-01	Shallow Deletion	1703.63	NKX2-1: Shallow Deletion
TCGA-56-8307-01	Shallow Deletion	1261.6	NKX2-1: Shallow Deletion
TCGA-56-8309-01	Shallow Deletion	1420.38	NKX2-1: Shallow Deletion
TCGA-56-8503-01	Shallow Deletion	1302.58	NKX2-1: Shallow Deletion
TCGA-56-A4BY-01	Shallow Deletion	1596.56	NKX2-1: Shallow Deletion
TCGA-58-8388-01	Shallow Deletion	970.197	NKX2-1: Shallow Deletion
TCGA-58-8390-01	Shallow Deletion	1035.86	NKX2-1: Shallow Deletion
TCGA-58-8391-01	Shallow Deletion	1718.17	NKX2-1: Shallow Deletion
TCGA-58-A46K-01	Shallow Deletion	1420.94	NKX2-1: Shallow Deletion
TCGA-58-A46M-01	Shallow Deletion	3323.36	NKX2-1: Shallow Deletion
TCGA-60-2695-01	Shallow Deletion	1117.33	NKX2-1: Shallow Deletion
TCGA-60-2704-01	Shallow Deletion	1607.37	NKX2-1: Shallow Deletion
TCGA-60-2709-01	Shallow Deletion	2285.36	NKX2-1: Shallow Deletion
TCGA-60-2710-01	Shallow Deletion	1107.12	NKX2-1: Shallow Deletion
TCGA-60-2713-01	Shallow Deletion	1675.76	NKX2-1: Shallow Deletion
TCGA-60-2723-01	Shallow Deletion	1863.28	NKX2-1: Shallow Deletion
TCGA-60-2725-01	Shallow Deletion	1430.86	NKX2-1: Shallow Deletion
TCGA-63-5128-01	Shallow Deletion	1354.16	NKX2-1: Shallow Deletion
TCGA-63-5131-01	Shallow Deletion	1679.96	NKX2-1: Shallow Deletion
TCGA-63-7023-01	Shallow Deletion	1693.71	NKX2-1: Shallow Deletion
TCGA-63-A5M9-01	Shallow Deletion	2009.09	NKX2-1: Shallow Deletion
TCGA-63-A5MB-01	Shallow Deletion	1683.73	NKX2-1: Shallow Deletion
TCGA-63-A5MH-01	Shallow Deletion	927.705	NKX2-1: Shallow Deletion
TCGA-63-A5MP-01	Shallow Deletion	1795.65	NKX2-1: Shallow Deletion
TCGA-66-2727-01	Shallow Deletion	1270.82	NKX2-1: Shallow Deletion
TCGA-66-2753-01	Shallow Deletion	1650.61	NKX2-1: Shallow Deletion
TCGA-66-2754-01	Shallow Deletion	1764.2	NKX2-1: Shallow Deletion
TCGA-66-2755-01	Shallow Deletion	1035.93	NKX2-1: Shallow Deletion
TCGA-66-2757-01	Shallow Deletion	1858.65	NKX2-1: Shallow Deletion
TCGA-66-2758-01	Shallow Deletion	1648.02	NKX2-1: Shallow Deletion
TCGA-66-2759-01	Shallow Deletion	1747.33	NKX2-1: Shallow Deletion
TCGA-66-2766-01	Shallow Deletion	1178.29	NKX2-1: Shallow Deletion
TCGA-66-2769-01	Shallow Deletion	1592.89	NKX2-1: Shallow Deletion
TCGA-66-2770-01	Shallow Deletion	2186.61	NKX2-1: Shallow Deletion
TCGA-66-2773-01	Shallow Deletion	1293.92	NKX2-1: Shallow Deletion
TCGA-66-2777-01	Shallow Deletion	1430.23	NKX2-1: Shallow Deletion
TCGA-66-2786-01	Shallow Deletion	1374.84	NKX2-1: Shallow Deletion
TCGA-66-2787-01	Shallow Deletion	1778.35	NKX2-1: Shallow Deletion
TCGA-66-2789-01	Shallow Deletion	1272.32	NKX2-1: Shallow Deletion
TCGA-68-7757-01	Shallow Deletion	1503.05	NKX2-1: Shallow Deletion
TCGA-68-8250-01	Shallow Deletion	1353.25	NKX2-1: Shallow Deletion
TCGA-68-8251-01	Shallow Deletion	1493.95	NKX2-1: Shallow Deletion
TCGA-68-A59J-01	Shallow Deletion	4532.1	NKX2-1: Shallow Deletion
TCGA-77-6842-01	Shallow Deletion	1587.48	NKX2-1: Shallow Deletion
TCGA-77-6843-01	Shallow Deletion	1199.73	NKX2-1: Shallow Deletion
TCGA-77-6844-01	Shallow Deletion	1271	NKX2-1: Shallow Deletion
TCGA-77-7139-01	Shallow Deletion	2239.23	NKX2-1: Shallow Deletion
TCGA-77-7338-01	Shallow Deletion	1143.99	NKX2-1: Shallow Deletion
TCGA-77-7463-01	Shallow Deletion	2382.66	NKX2-1: Shallow Deletion
